t,day,dayn,hour,weekend,glucose,true_trend,true_cycle,true_season
1025,10.6771,11,16.25,0,145,137.188,0,7.964
1026,10.6875,11,16.5,0,144,137.175,0,6.446
1027,10.6979,11,16.75,0,144,137.162,0,5.195
1028,10.7083,11,17,0,142,137.15,0,4.172
1029,10.7188,11,17.25,0,137,137.137,0,3.34
1030,10.7292,11,17.5,0,132,137.125,0,2.666
1031,10.7396,11,17.75,0,136,137.113,0,2.122
1032,10.75,11,18,0,133,137.1,0,1.685
1033,10.7604,11,18.25,0,130,137.088,0,1.336
1034,10.7708,11,18.5,0,161,137.075,0,43.771
1035,10.7812,11,18.75,0,188,137.062,0,65.672
1036,10.7917,11,19,0,202,137.05,0,74.375
1037,10.8021,11,19.25,0,200,137.037,0,74.993
1038,10.8125,11,19.5,0,192,137.025,0,70.936
1039,10.8229,11,19.75,0,183,137.012,0,64.436
1040,10.8333,11,20,0,193,137,0,56.916
1041,10.8438,11,20.25,0,206,136.988,0,49.254
1042,10.8542,11,20.5,0,181,136.975,0,41.96
1043,10.8646,11,20.75,0,179,136.963,0,35.307
1044,10.875,11,21,0,168,136.95,0,29.413
1045,10.8854,11,21.25,0,161,136.938,0,24.301
1046,10.8958,11,21.5,0,164,136.925,0,19.939
1047,10.9062,11,21.75,0,157,136.912,0,16.263
1048,10.9167,11,22,0,142,136.9,0,13.197
1049,10.9271,11,22.25,0,148,136.887,0,10.662
1050,10.9375,11,22.5,0,138,136.875,0,8.58
1051,10.9479,11,22.75,0,136,136.863,0,6.881
1052,10.9583,11,23,0,141,136.85,0,5.501
1053,10.9688,11,23.25,0,133,136.838,0,4.386
1054,10.9792,11,23.5,0,132,136.825,0,3.488
1055,10.9896,11,23.75,0,132,136.812,0,2.768
1056,11,12,0,0,126,136.8,0,0
1057,11.0104,12,0.25,0,124,136.787,0,0
1058,11.0208,12,0.5,0,132,136.775,0,0
1059,11.0312,12,0.75,0,129,136.762,0,0
1060,11.0417,12,1,0,134,136.75,0,0
1061,11.0521,12,1.25,0,136,136.738,0,0
1062,11.0625,12,1.5,0,132,136.725,0,0.001
1063,11.0729,12,1.75,0,135,136.713,0,0.003
1064,11.0833,12,2,0,132,136.7,0,0.007
1065,11.0938,12,2.25,0,131,136.688,0,0.015
1066,11.1042,12,2.5,0,137,136.675,0,0.035
1067,11.1146,12,2.75,0,142,136.662,0,0.073
1068,11.125,12,3,0,143,136.65,0,0.147
1069,11.1354,12,3.25,0,136,136.637,0,0.278
1070,11.1458,12,3.5,0,144,136.625,0,0.497
1071,11.1562,12,3.75,0,144,136.613,0,0.843
1072,11.1667,12,4,0,143,136.6,0,1.352
1073,11.1771,12,4.25,0,149,136.588,0,2.051
1074,11.1875,12,4.5,0,154,136.575,0,2.943
1075,11.1979,12,4.75,0,152,136.562,0,3.995
1076,11.2083,12,5,0,150,136.55,0,5.129
1077,11.2188,12,5.25,0,156,136.537,0,6.23
1078,11.2292,12,5.5,0,156,136.525,0,7.159
1079,11.2396,12,5.75,0,157,136.512,0,7.781
1080,11.25,12,6,0,157,136.5,0,8
1081,11.2604,12,6.25,0,153,136.488,0,7.781
1082,11.2708,12,6.5,0,146,136.475,0,7.159
1083,11.2812,12,6.75,0,149,136.463,0,6.23
1084,11.2917,12,7,0,154,136.45,0,5.129
1085,11.3021,12,7.25,0,139,136.438,0,3.995
1086,11.3125,12,7.5,0,158,136.425,0,21.903
1087,11.3229,12,7.75,0,169,136.412,0,36.972
1088,11.3333,12,8,0,180,136.4,0,43.376
1089,11.3438,12,8.25,0,184,136.387,0,44.471
1090,11.3542,12,8.5,0,177,136.375,0,42.479
1091,11.3646,12,8.75,0,160,136.363,0,38.845
1092,11.375,12,9,0,158,136.35,0,34.487
1093,11.3854,12,9.25,0,164,136.338,0,29.968
1094,11.3958,12,9.5,0,158,136.325,0,25.62
1095,11.4062,12,9.75,0,160,136.312,0,21.623
1096,11.4167,12,10,0,156,136.3,0,18.061
1097,11.4271,12,10.25,0,152,136.287,0,14.957
1098,11.4375,12,10.5,0,159,136.275,0,12.297
1099,11.4479,12,10.75,0,150,136.262,0,10.047
1100,11.4583,12,11,0,146,136.25,0,8.166
1101,11.4688,12,11.25,0,141,136.238,0,6.606
1102,11.4792,12,11.5,0,136,136.225,0,5.323
1103,11.4896,12,11.75,0,149,136.213,0,22.15
1104,11.5,12,12,0,169,136.2,0,37.018
1105,11.5104,12,12.25,0,183,136.188,0,43.371
1106,11.5208,12,12.5,0,186,136.175,0,44.465
1107,11.5312,12,12.75,0,190,136.162,0,42.477
1108,11.5417,12,13,0,175,136.15,0,38.838
1109,11.5521,12,13.25,0,169,136.137,0,34.465
1110,11.5625,12,13.5,0,167,136.125,0,29.929
1111,11.5729,12,13.75,0,166,136.113,0,25.566
1112,11.5833,12,14,0,167,136.1,0,21.559
1113,11.5938,12,14.25,0,162,136.088,0,17.991
1114,11.6042,12,14.5,0,152,136.075,0,14.886
1115,11.6146,12,14.75,0,140,136.062,0,12.229
1116,11.625,12,15,0,137,136.05,0,9.985
1117,11.6354,12,15.25,0,131,136.037,0,8.11
1118,11.6458,12,15.5,0,138,136.025,0,6.558
1119,11.6562,12,15.75,0,133,136.012,0,5.281
1120,11.6667,12,16,0,132,136,0,4.238
1121,11.6771,12,16.25,0,137,135.988,0,3.39
1122,11.6875,12,16.5,0,135,135.975,0,2.704
1123,11.6979,12,16.75,0,136,135.963,0,2.152
1124,11.7083,12,17,0,134,135.95,0,1.708
1125,11.7188,12,17.25,0,135,135.938,0,1.353
1126,11.7292,12,17.5,0,140,135.925,0,1.07
1127,11.7396,12,17.75,0,136,135.912,0,0.844
1128,11.75,12,18,0,145,135.9,0,0.665
1129,11.7604,12,18.25,0,145,135.887,0,0.523
1130,11.7708,12,18.5,0,139,135.875,0,0.411
1131,11.7812,12,18.75,0,146,135.863,0,2.222
1132,11.7917,12,19,0,182,135.85,0,35.967
1133,11.8021,12,19.25,0,205,135.838,0,53.213
1134,11.8125,12,19.5,0,191,135.825,0,59.978
1135,11.8229,12,19.75,0,190,135.812,0,60.331
1136,11.8333,12,20,0,184,135.8,0,56.985
1137,11.8438,12,20.25,0,174,135.787,0,51.713
1138,11.8542,12,20.5,0,189,135.775,0,45.646
1139,11.8646,12,20.75,0,185,135.762,0,39.481
1140,11.875,12,21,0,180,135.75,0,33.62
1141,11.8854,12,21.25,0,167,135.738,0,28.281
1142,11.8958,12,21.5,0,160,135.725,0,23.553
1143,11.9062,12,21.75,0,164,135.713,0,19.455
1144,11.9167,12,22,0,161,135.7,0,15.96
1145,11.9271,12,22.25,0,155,135.688,0,13.015
1146,11.9375,12,22.5,0,147,135.675,0,10.561
1147,11.9479,12,22.75,0,141,135.662,0,8.531
1148,11.9583,12,23,0,142,135.65,0,6.864
1149,11.9688,12,23.25,0,141,135.637,0,5.504
1150,11.9792,12,23.5,0,140,135.625,0,4.4
1151,11.9896,12,23.75,0,137,135.613,0,3.508
1152,12,13,0,1,126,135.6,0,0
1153,12.0104,13,0.25,1,129,135.588,0,0
1154,12.0208,13,0.5,1,136,135.575,0,0
1155,12.0312,13,0.75,1,131,135.562,0,0
1156,12.0417,13,1,1,136,135.55,0,0
1157,12.0521,13,1.25,1,135,135.537,0,0
1158,12.0625,13,1.5,1,133,135.525,0,0.001
1159,12.0729,13,1.75,1,141,135.512,0,0.003
1160,12.0833,13,2,1,135,135.5,0,0.007
1161,12.0938,13,2.25,1,134,135.488,0,0.015
1162,12.1042,13,2.5,1,135,135.475,0,0.035
1163,12.1146,13,2.75,1,127,135.463,0,0.073
1164,12.125,13,3,1,126,135.45,0,0.147
1165,12.1354,13,3.25,1,123,135.438,0,0.278
1166,12.1458,13,3.5,1,125,135.425,0,0.497
1167,12.1562,13,3.75,1,131,135.412,0,0.843
1168,12.1667,13,4,1,125,135.4,0,1.352
1169,12.1771,13,4.25,1,127,135.387,0,2.051
1170,12.1875,13,4.5,1,131,135.375,0,2.943
1171,12.1979,13,4.75,1,141,135.363,0,3.995
1172,12.2083,13,5,1,141,135.35,0,5.129
1173,12.2188,13,5.25,1,146,135.338,0,6.23
1174,12.2292,13,5.5,1,143,135.325,0,7.159
1175,12.2396,13,5.75,1,144,135.312,0,7.781
1176,12.25,13,6,1,141,135.3,0,8
1177,12.2604,13,6.25,1,145,135.287,0,7.781
1178,12.2708,13,6.5,1,147,135.275,0,7.159
1179,12.2812,13,6.75,1,152,135.262,0,6.23
1180,12.2917,13,7,1,145,135.25,0,5.129
1181,12.3021,13,7.25,1,143,135.238,0,3.995
1182,12.3125,13,7.5,1,155,135.225,0,19.428
1183,12.3229,13,7.75,1,182,135.213,0,36.831
1184,12.3333,13,8,1,181,135.2,0,44.583
1185,12.3438,13,8.25,1,184,135.188,0,46.38
1186,12.3542,13,8.5,1,203,135.175,0,44.678
1187,12.3646,13,8.75,1,199,135.162,0,41.082
1188,12.375,13,9,1,193,135.15,0,36.613
1189,12.3854,13,9.25,1,180,135.137,0,31.906
1190,12.3958,13,9.5,1,175,135.125,0,27.336
1191,12.4062,13,9.75,1,172,135.113,0,23.111
1192,12.4167,13,10,1,163,135.1,0,19.331
1193,12.4271,13,10.25,1,163,135.088,0,16.026
1194,12.4375,13,10.5,1,148,135.075,0,13.188
1195,12.4479,13,10.75,1,145,135.062,0,10.785
1196,12.4583,13,11,1,154,135.05,0,8.771
1197,12.4688,13,11.25,1,158,135.037,0,7.1
1198,12.4792,13,11.5,1,146,135.025,0,5.724
1199,12.4896,13,11.75,1,144,135.012,0,4.597
1200,12.5,13,12,1,135,135,0,3.681
1201,12.5104,13,12.25,1,137,134.988,0,2.938
1202,12.5208,13,12.5,1,145,134.975,0,9.747
1203,12.5312,13,12.75,1,174,134.963,0,36.943
1204,12.5417,13,13,1,195,134.95,0,50.373
1205,12.5521,13,13.25,1,193,134.938,0,55.116
1206,12.5625,13,13.5,1,193,134.925,0,54.595
1207,12.5729,13,13.75,1,202,134.912,0,51.084
1208,12.5833,13,14,1,201,134.9,0,46.065
1209,12.5938,13,14.25,1,177,134.887,0,40.476
1210,12.6042,13,14.5,1,170,134.875,0,34.888
1211,12.6146,13,14.75,1,166,134.863,0,29.63
1212,12.625,13,15,1,155,134.85,0,24.87
1213,12.6354,13,15.25,1,156,134.838,0,20.676
1214,12.6458,13,15.5,1,160,134.825,0,17.053
1215,12.6562,13,15.75,1,161,134.812,0,13.972
1216,12.6667,13,16,1,151,134.8,0,11.382
1217,12.6771,13,16.25,1,152,134.787,0,9.226
1218,12.6875,13,16.5,1,143,134.775,0,7.447
1219,12.6979,13,16.75,1,138,134.762,0,5.988
1220,12.7083,13,17,1,139,134.75,0,4.799
1221,12.7188,13,17.25,1,129,134.738,0,3.834
1222,12.7292,13,17.5,1,136,134.725,0,3.055
1223,12.7396,13,17.75,1,135,134.713,0,2.428
1224,12.75,13,18,1,135,134.7,0,1.926
1225,12.7604,13,18.25,1,136,134.688,0,1.524
1226,12.7708,13,18.5,1,131,134.675,0,1.204
1227,12.7812,13,18.75,1,132,134.662,0,0.95
1228,12.7917,13,19,1,131,134.65,0,0.748
1229,12.8021,13,19.25,1,135,134.637,0,1.63
1230,12.8125,13,19.5,1,158,134.625,0,32.9
1231,12.8229,13,19.75,1,172,134.613,0,48.905
1232,12.8333,13,20,1,188,134.6,0,55.212
1233,12.8438,13,20.25,1,203,134.588,0,55.583
1234,12.8542,13,20.5,1,200,134.575,0,52.526
1235,12.8646,13,20.75,1,186,134.562,0,47.682
1236,12.875,13,21,1,180,134.55,0,42.098
1237,12.8854,13,21.25,1,167,134.537,0,36.418
1238,12.8958,13,21.5,1,170,134.525,0,31.017
1239,12.9062,13,21.75,1,168,134.512,0,26.093
1240,12.9167,13,22,1,165,134.5,0,21.734
1241,12.9271,13,22.25,1,164,134.488,0,17.954
1242,12.9375,13,22.5,1,166,134.475,0,14.729
1243,12.9479,13,22.75,1,156,134.463,0,12.012
1244,12.9583,13,23,1,149,134.45,0,9.747
1245,12.9688,13,23.25,1,141,134.438,0,7.874
1246,12.9792,13,23.5,1,140,134.425,0,6.336
1247,12.9896,13,23.75,1,141,134.412,0,5.081
1248,13,14,0,1,136,134.4,0,0
1249,13.0104,14,0.25,1,137,134.387,0,0
1250,13.0208,14,0.5,1,137,134.375,0,0
1251,13.0312,14,0.75,1,138,134.363,0,0
1252,13.0417,14,1,1,138,134.35,0,0
1253,13.0521,14,1.25,1,134,134.338,0,0
1254,13.0625,14,1.5,1,140,134.325,0,0.001
1255,13.0729,14,1.75,1,134,134.312,0,0.003
1256,13.0833,14,2,1,134,134.3,0,0.007
1257,13.0938,14,2.25,1,127,134.287,0,0.015
1258,13.1042,14,2.5,1,127,134.275,0,0.035
1259,13.1146,14,2.75,1,131,134.262,0,0.073
1260,13.125,14,3,1,133,134.25,0,0.147
1261,13.1354,14,3.25,1,136,134.238,0,0.278
1262,13.1458,14,3.5,1,133,134.225,0,0.497
1263,13.1562,14,3.75,1,132,134.213,0,0.843
1264,13.1667,14,4,1,129,134.2,0,1.352
1265,13.1771,14,4.25,1,130,134.188,0,2.051
1266,13.1875,14,4.5,1,134,134.175,0,2.943
1267,13.1979,14,4.75,1,136,134.162,0,3.995
1268,13.2083,14,5,1,138,134.15,0,5.129
1269,13.2188,14,5.25,1,135,134.137,0,6.23
1270,13.2292,14,5.5,1,140,134.125,0,7.159
1271,13.2396,14,5.75,1,134,134.113,0,7.781
1272,13.25,14,6,1,128,134.1,0,8
1273,13.2604,14,6.25,1,131,134.088,0,7.781
1274,13.2708,14,6.5,1,137,134.075,0,7.159
1275,13.2812,14,6.75,1,134,134.062,0,6.23
1276,13.2917,14,7,1,134,134.05,0,5.129
1277,13.3021,14,7.25,1,129,134.037,0,3.995
1278,13.3125,14,7.5,1,131,134.025,0,2.943
1279,13.3229,14,7.75,1,138,134.012,0,18.51
1280,13.3333,14,8,1,156,134,0,30.877
1281,13.3438,14,8.25,1,167,133.988,0,36.128
1282,13.3542,14,8.5,1,165,133.975,0,37.012
1283,13.3646,14,8.75,1,164,133.963,0,35.349
1284,13.375,14,9,1,159,133.95,0,32.327
1285,13.3854,14,9.25,1,153,133.938,0,28.702
1286,13.3958,14,9.5,1,156,133.925,0,24.942
1287,13.4062,14,9.75,1,144,133.912,0,21.322
1288,13.4167,14,10,1,137,133.9,0,17.994
1289,13.4271,14,10.25,1,137,133.887,0,15.028
1290,13.4375,14,10.5,1,138,133.875,0,12.443
1291,13.4479,14,10.75,1,129,133.863,0,10.228
1292,13.4583,14,11,1,137,133.85,0,8.356
1293,13.4688,14,11.25,1,143,133.838,0,6.79
1294,13.4792,14,11.5,1,140,133.825,0,5.492
1295,13.4896,14,11.75,1,135,133.812,0,4.425
1296,13.5,14,12,1,135,133.8,0,3.552
1297,13.5104,14,12.25,1,138,133.787,0,5.334
1298,13.5208,14,12.5,1,177,133.775,0,39.112
1299,13.5312,14,12.75,1,193,133.762,0,56.192
1300,13.5417,14,13,1,204,133.75,0,62.686
1301,13.5521,14,13.25,1,205,133.738,0,62.725
1302,13.5625,14,13.5,1,212,133.725,0,59.057
1303,13.5729,14,13.75,1,207,133.713,0,53.479
1304,13.5833,14,14,1,200,133.7,0,47.133
1305,13.5938,14,14.25,1,194,133.688,0,40.719
1306,13.6042,14,14.5,1,179,133.675,0,34.644
1307,13.6146,14,14.75,1,161,133.662,0,29.12
1308,13.625,14,15,1,161,133.65,0,24.238
1309,13.6354,14,15.25,1,151,133.637,0,20.011
1310,13.6458,14,15.5,1,148,133.625,0,16.409
1311,13.6562,14,15.75,1,152,133.613,0,13.377
1312,13.6667,14,16,1,141,133.6,0,10.85
1313,13.6771,14,16.25,1,139,133.588,0,8.763
1314,13.6875,14,16.5,1,138,133.575,0,7.049
1315,13.6979,14,16.75,1,135,133.562,0,5.652
1316,13.7083,14,17,1,141,133.55,0,4.517
1317,13.7188,14,17.25,1,143,133.537,0,3.601
1318,13.7292,14,17.5,1,143,133.525,0,2.863
1319,13.7396,14,17.75,1,140,133.512,0,2.271
1320,13.75,14,18,1,134,133.5,0,1.798
1321,13.7604,14,18.25,1,138,133.488,0,1.421
1322,13.7708,14,18.5,1,134,133.475,0,1.121
1323,13.7812,14,18.75,1,146,133.463,0,4.839
1324,13.7917,14,19,1,171,133.45,0,32.591
1325,13.8021,14,19.25,1,178,133.438,0,46.597
1326,13.8125,14,19.5,1,174,133.425,0,51.891
1327,13.8229,14,19.75,1,163,133.412,0,51.877
1328,13.8333,14,20,1,158,133.4,0,48.817
1329,13.8438,14,20.25,1,166,133.387,0,44.19
1330,13.8542,14,20.5,1,155,133.375,0,38.936
1331,13.8646,14,20.75,1,156,133.363,0,33.631
1332,13.875,14,21,1,142,133.35,0,28.609
1333,13.8854,14,21.25,1,143,133.338,0,24.044
1334,13.8958,14,21.5,1,147,133.325,0,20.011
1335,13.9062,14,21.75,1,137,133.312,0,16.52
1336,13.9167,14,22,1,140,133.3,0,13.545
1337,13.9271,14,22.25,1,139,133.287,0,11.042
1338,13.9375,14,22.5,1,135,133.275,0,8.956
1339,13.9479,14,22.75,1,137,133.262,0,7.232
1340,13.9583,14,23,1,135,133.25,0,5.818
1341,13.9688,14,23.25,1,126,133.238,0,4.664
1342,13.9792,14,23.5,1,126,133.225,0,3.728
1343,13.9896,14,23.75,1,127,133.213,0,2.971
